close,date
91.4676,2020-06-23
92.4483,2020-07-24
92.6779,2020-07-23
93.0048,2020-07-07
93.0847,2020-07-28
93.2943,2020-07-06
94.6394,2020-07-27
94.8689,2020-07-29
95.1709,2020-07-08
95.3057,2020-07-13
95.5103,2020-07-09
95.7474,2020-07-10
96.0169,2020-07-30
96.1541,2020-07-17
96.3488,2020-07-16
96.8254,2020-07-21
96.8828,2020-07-14
97.0974,2020-07-22
97.5491,2020-07-15
98.1805,2020-07-20
106.069,2020-07-31
106.84,2020-09-18
107.12,2020-09-23
108.22,2020-09-24
108.741,2020-08-03
108.77,2020-11-02
108.86,2020-10-30
109.375,2020-08-11
109.468,2020-08-04
109.864,2020-08-05
110.08,2020-09-21
110.34,2020-09-17
110.44,2020-11-03
111.113,2020-08-07
111.2,2020-10-28
111.81,2020-09-22
112.0,2020-09-11
112.13,2020-09-16
112.28,2020-09-25
112.728,2020-08-10
112.82,2020-09-08
113.01,2020-08-12
113.02,2020-10-02
113.16,2020-10-06
113.49,2020-09-10
113.698,2020-08-06
113.85,2020-11-23
114.09,2020-09-29
114.607,2020-08-17
114.752,2020-11-04
114.908,2020-08-14
114.96,2020-09-28
114.97,2020-10-08
115.01,2020-08-13
115.04,2020-10-23
115.05,2020-10-26
115.08,2020-10-07
115.17,2020-11-24
115.32,2020-10-29
115.355,2020-09-14
115.54,2020-09-15
115.562,2020-08-18
115.707,2020-08-19
115.75,2020-10-22
115.81,2020-09-30
115.97,2020-11-10
115.98,2020-10-19
116.03,2020-11-25
116.32,2020-11-09
116.5,2020-10-05
116.59,2020-11-27
116.6,2020-10-27
116.79,2020-10-01
116.87,2020-10-21
116.97,2020-10-09
117.32,2020-09-09
117.34,2020-11-20
117.51,2020-10-20
118.03,2020-11-18
118.275,2020-08-20
118.64,2020-11-19
118.69,2020-11-06
118.825,2020-11-05
119.02,2020-10-16
119.05,2020-11-30
119.21,2020-11-12
119.26,2020-11-13
119.39,2020-11-17
119.49,2020-11-11
120.3,2020-11-16
120.71,2020-10-15
120.88,2020-09-03
120.96,2020-09-04
121.1,2020-10-13
121.19,2020-10-14
122.25,2020-12-04
122.72,2020-12-01
122.94,2020-12-03
123.08,2020-12-02
124.37,2020-08-21
124.4,2020-10-12
124.808,2020-08-28
124.825,2020-08-25
125.01,2020-08-27
125.857,2020-08-24
126.522,2020-08-26
129.04,2020-08-31
131.4,2020-09-02
134.18,2020-09-01
